[370.052833809172,226.172146865421,200.259784578983].
[370.567772446545,226.368242061306,200.602324856336].
[371.681663065326,226.672465061077,201.240301544382].
[373.181674668896,227.132661136922,201.755257368882].
[374.647073899317,227.611907505318,201.82439122195].
[375.564784847989,228.07876923239,201.619271831136].
[376.050734428786,228.574402631085,201.467957099817].
[376.255622733074,228.855055456207,201.429235403102].
[376.301339493222,228.922953451622,201.427485006756].
[376.301339493222,228.946598330446,201.427485006756].
[376.205054271302,229.015508933104,201.367023781146].
[375.773533844591,229.173276370601,201.096055367152].
[375.062076938329,229.399682971563,200.649303979312].
[374.630556511617,229.533805530235,200.378335565317].
[374.534271289698,229.558332671502,200.317874339707].
[374.533101832726,229.534133133775,200.317874339707].
[374.522958360999,229.396433508291,200.396362820305].
[374.49234646264,228.871246954741,200.792523803243].
[374.41554977465,227.722239156875,201.704158095173].
[374.222697546939,226.089887379719,203.115220944942].
[373.834248944211,224.11711391453,205.038702660309].
[373.22811190553,222.088508841612,207.046198527387].
[372.402391911417,220.024297372549,208.83174171686].
[371.616899356067,217.854249629664,210.65052947824].
[370.968913119088,215.839447710646,212.421737980108].
[370.427516844797,214.262158390643,213.866284817072].
[370.160977651296,213.312649570189,214.903475051038].
[370.170808382727,213.017355212432,215.464559190009].
[370.400041118444,213.277438513501,215.559206889254].
[370.770897822937,214.055199753767,215.205513527976].
[371.101123035141,215.029395706409,214.579333897261].
[371.3372972926,215.731040118149,214.168313142821].
[371.446810699302,216.112631924355,213.975024757156].
[371.464616791513,216.426013074031,213.754337794067].
[371.41216015234,216.786748251845,213.331507435228].
[371.222946297621,217.223867983353,212.641259387776].
[370.888050423263,217.570274569956,212.012632916613].
[370.587726792439,217.852041568897,211.571005562935].
[370.466222190708,218.277982961349,210.978580984559].
[370.483270981921,218.862479828216,210.182634869573].
[370.55745353689,219.495295889565,209.467681055737].
[370.64660763444,220.13640191766,208.745229401449].
[370.791605183151,220.82795902703,208.096762654304].
[371.043679160339,221.332624694243,207.73216214765].
[371.421154868173,221.53048092962,207.643937723845].
[371.897295559105,221.571455938555,207.7499196172].
[372.444611049518,221.579021385042,208.007896336941].
[373.02658738084,221.597179551871,208.261649531938].
[373.626832286572,221.747333604384,208.36187973138].
[374.400938240389,222.243416648649,208.256737897783].
[375.34794971699,223.05351868051,207.887637378662].
[376.42453479656,223.774415751936,207.397643949764].
[377.24839710071,224.247452926753,207.125907844523].
[377.7950144467,224.63242662439,207.021054628731].
[378.494937948301,225.189335107093,206.773703072512].
[379.525663377022,226.069035730578,206.20056830695].
[380.660198946822,227.354966453001,205.425295614878].
[381.510344549818,228.688743075479,204.647252847891].
[382.201912797321,229.724240368924,204.067957207797].
[383.101938273891,230.270837844771,203.820418718].
[384.060058554397,230.494845461661,203.775093220389].
