465.830421599704;316.050368585903;152.151456686267.
465.782592889942;316.241704470091;152.299255498229.
465.581053905123;316.35984939816;152.538385853107.
465.239565843385;316.381011971368;152.684636177538.
465.022698691454;316.370109266558;152.694837585576.
464.965406869954;316.36191835884;152.653039494902.
465.002858907261;316.333133888163;152.616538373805.
465.192207925196;316.238751434306;152.611104770702.
465.507783016893;316.010121911804;152.729264813549.
465.702766488808;315.552013714443;153.056562592657.
465.749919398622;314.926864190655;153.479164737195.
465.827883634181;314.518195116743;153.851884179736.
466.178512098615;314.240765989571;154.30890310789.
466.815760756933;313.778146162544;155.001397835393.
467.371554029077;313.037910048315;155.905427439271.
467.791296483479;312.006219301156;157.09594038048.
468.25605092268;310.70212180548;158.586553833388.
468.804667652961;309.142832008549;160.601961202808.
469.514613098944;307.447972856326;163.002796692054.
470.226294543794;305.756765350044;165.411770465883.
470.781786329275;304.179769320632;167.502889614112.
471.241650197473;302.714206053078;169.283725226988.
471.531492316804;301.231437437289;171.141432676642.
471.712507109298;299.773929381552;173.01207041672.
472.027377777186;298.488594908885;174.758695852237.
472.540411787996;297.611126566728;176.136355742157.
472.946889849803;297.225680361568;176.804539628706.
473.102763803025;297.023814055862;177.030842941908.
473.130417540143;296.796994706766;177.185959735912.
473.111168841875;296.657760405135;177.289500581915.
473.010052568988;296.621610886863;177.314862581411.
472.840000503891;296.616478527119;177.293083855902.
472.732983998495;296.613266362235;177.249926196089.
472.704999148998;296.613266362235;177.210311914599.
472.602622149867;296.646764279647;177.08298887769.
472.162765053926;296.787627965485;176.65085089479.
471.442890579383;297.017422388447;175.977276543564.
471.007144444647;297.156567115651;175.575157545282.
470.909568200478;297.187180888592;175.482921226162.
470.907629034614;297.185237572983;175.468898825419.
470.904431890607;297.182033587203;175.445779795049.
470.902492724743;297.180090271593;175.431757394306.
470.902492724743;297.180090271593;175.431757394306.
470.904431890607;297.182033587203;175.445779795049.
470.907629034614;297.185237572983;175.468898825419.
470.909568200478;297.187180888592;175.482921226162.
470.910000886867;297.187614500916;175.486050046685.
470.910000886867;297.187614500916;175.486050046685.
470.910000886867;297.187614500916;175.486050046685.
470.910000886867;297.187614500916;175.492262954833.
470.910860073508;297.188475526185;175.520107277376.
470.914710680888;297.192334373727;175.572168775742.
470.921910295441;297.199549395196;175.627593285195.
470.929574982731;297.207230484643;175.679278234153.
470.936722524049;297.214393321443;175.706858421064.
470.891634384263;297.23385808299;175.666380216341.
470.673320876996;297.304815849751;175.457389301738.
470.285626456472;297.420399304914;175.084107227866.
469.925764553136;297.506160032884;174.728470200226.
469.557816375688;297.606636733299;174.367761995644.
469.142435279623;297.802639088217;173.977812834148.
468.674554055649;298.031946788898;173.517291689155.
468.128497279226;298.155724517525;172.943865581073.
467.570222086309;298.127197556329;172.393775331284.
467.104282590922;298.071646071947;172.093034206995.
466.700846322705;297.998870457996;172.03811988459.
466.485141007176;297.775299954755;172.150413816047.
466.435646870937;297.41906681981;172.348271901092.
